Age,Workclass,Fnlwgt,Education,Education.Num,Marital.Status,Occupation,Relationship,Race,Sex,Capital.Gain,Capital.Loss,Hours.Per.Week,Native.Country,Income
20,Private,"406,641",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,35,United-States,<=50K
20,Private,"411,862",Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0.00,30,United-States,<=50K
20,Private,"41,356",Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
20,Private,"41,432",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,46,United-States,<=50K
20,Private,"415,913",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.00,30,United-States,<=50K
20,Private,"416,103",Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"41,721",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,60,United-States,<=50K
20,Private,"42,279",Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
20,Private,"42,706",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.00,25,United-States,<=50K
20,Private,"42,706",Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0.00,72,United-States,<=50K
20,Private,"431,745",Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0.00,14,United-States,<=50K
20,Private,"432,154",HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0.00,8,Mexico,<=50K
20,Private,"435,469",HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0.00,40,Mexico,<=50K
20,Private,"436,253",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,35,United-States,<=50K
20,Private,"44,064",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,25,United-States,<=50K
20,Private,"444,554",10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"447,488",9th,5,Never-married,Other-service,Unmarried,White,Male,0,0.00,30,Mexico,<=50K
20,Private,"451,996",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"470,875",HS-grad,9,Married-civ-spouse,Sales,Own-child,Black,Male,0,0.00,32,United-States,<=50K
20,Private,"471,452",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,30,United-States,<=50K
20,Private,"472,789",1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0.00,30,El-Salvador,<=50K
20,Private,"47,541",Some-college,10,Never-married,Sales,Own-child,White,Male,0,0.00,30,United-States,<=50K
20,Private,"47,678",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"47,791",12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0.00,10,United-States,<=50K
20,Private,"48,121",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"482,732",10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
20,Private,"482,732",HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0.00,24,United-States,<=50K
20,Private,"49,179",Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.00,35,United-States,<=50K
20,Private,"493,443",11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
20,Private,"494,784",HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0.00,35,United-States,<=50K
20,Private,"50,397",HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0.00,20,United-States,<=50K
20,Private,"50,397",Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0.00,35,United-States,<=50K
20,Private,"505,980",Some-college,10,Never-married,Sales,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"50,648",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,35,United-States,<=50K
20,Private,"515,797",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
20,Private,"51,816",HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,0,0.00,40,United-States,<=50K
20,Private,"528,616",5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0.00,40,Mexico,<=50K
20,Private,"53,878",HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0.00,40,United-States,<=50K
20,Private,"54,012",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"54,152",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,30,N/A,<=50K
20,Private,"55,465",HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0.00,35,United-States,<=50K
20,Private,"56,322",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,20,United-States,<=50K
20,Private,"56,322",Some-college,10,Never-married,Other-service,Own-child,White,Male,"2,176",0.00,25,United-States,<=50K
20,Private,"57,898",12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"58,222",Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,20,United-States,<=50K
20,Private,"59,948",9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,114,0.00,20,United-States,<=50K
20,Private,"60,639",Some-college,10,Never-married,Sales,Own-child,White,Female,0,0.00,28,United-States,<=50K
20,Private,"61,777",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,30,United-States,<=50K
20,Private,"62,865",HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0.00,45,United-States,<=50K
20,Private,"63,210",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,15,United-States,<=50K
20,Private,"637,080",Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0.00,25,United-States,<=50K
20,Private,"64,292",Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0.00,50,United-States,<=50K
20,Private,"653,574",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,33,El-Salvador,<=50K
20,Private,"66,917",11th,7,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0.00,40,Mexico,<=50K
20,Private,"68,358",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,12,United-States,<=50K
20,Private,"691,830",HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0.00,35,United-States,<=50K
20,Private,"70,076",Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0.00,40,United-States,<=50K
20,Private,"70,240",HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0.00,24,Philippines,<=50K
20,Private,"70,708",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.00,60,United-States,<=50K
20,Private,"71,475",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,40,United-States,<=50K
20,Private,"745,817",Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0.00,15,United-States,<=50K
20,Private,"74,631",Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0.00,50,United-States,<=50K
20,Private,"79,691",HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"81,145",Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0.00,25,United-States,<=50K
20,Private,"82,777",HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Private,"82,777",Some-college,10,Never-married,Sales,Own-child,White,Male,0,0.00,16,United-States,<=50K
20,Private,"84,726",Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
20,Private,"85,041",Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0.00,20,United-States,<=50K
20,Private,"86,143",Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0.00,30,United-States,<=50K
20,Private,"88,126",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,9,England,<=50K
20,Private,"88,231",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
20,Private,"89,991",Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0.00,32,United-States,<=50K
20,Private,"91,733",Some-college,10,Never-married,Sales,Own-child,White,Female,0,0.00,8,United-States,<=50K
20,Private,"91,939",HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,"1,721.00",30,United-States,<=50K
20,Private,"94,057",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,15,United-States,<=50K
20,Private,"94,364",Some-college,10,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0.00,20,United-States,<=50K
20,Private,"94,401",HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0.00,40,United-States,<=50K
20,Private,"94,744",HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0.00,20,United-States,<=50K
20,Private,"95,918",9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
20,Self-emp-inc,"104,443",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,20,United-States,<=50K
20,Self-emp-inc,"182,200",HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0.00,30,United-States,<=50K
20,Self-emp-inc,"95,997",HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,70,United-States,<=50K
20,Self-emp-not-inc,"112,137",Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0.00,20,South,<=50K
20,Self-emp-not-inc,"132,320",HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0.00,45,United-States,<=50K
20,Self-emp-not-inc,"157,145",Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,"2,258.00",10,United-States,<=50K
20,Self-emp-not-inc,"186,014",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,12,Germany,<=50K
20,Self-emp-not-inc,"188,274",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,10,United-States,<=50K
20,Self-emp-not-inc,"197,207",HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0.00,30,United-States,<=50K
20,Self-emp-not-inc,"211,466",HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0.00,80,United-States,<=50K
20,Self-emp-not-inc,"217,404",10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Self-emp-not-inc,"263,498",Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Self-emp-not-inc,"306,710",HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,Self-emp-not-inc,"54,152",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0.00,35,United-States,<=50K
20,State-gov,"125,165",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,25,United-States,<=50K
20,State-gov,"126,822",Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0.00,15,United-States,<=50K
20,State-gov,"147,280",HS-grad,9,Never-married,Other-service,Other-relative,Other,Male,0,0.00,40,United-States,<=50K
20,State-gov,"158,206",Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.00,30,United-States,<=50K
20,State-gov,"161,978",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,20,United-States,<=50K
20,State-gov,"177,787",Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0.00,20,United-States,<=50K
20,State-gov,"178,517",Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
20,State-gov,"178,628",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,State-gov,"200,819",HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,State-gov,"214,542",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,40,United-States,<=50K
20,State-gov,"215,443",Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0.00,38,United-States,<=50K
20,State-gov,"223,515",Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,"1,719.00",20,United-States,<=50K
20,State-gov,"243,986",Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0.00,20,United-States,<=50K
20,State-gov,"30,796",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,10,United-States,<=50K
20,State-gov,"334,113",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,40,United-States,<=50K
20,State-gov,"340,475",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,10,United-States,<=50K
20,State-gov,"349,365",HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
20,State-gov,"37,482",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,40,United-States,<=50K
20,State-gov,"39,478",Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0.00,54,United-States,<=50K
20,State-gov,"41,103",Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0.00,20,United-States,<=50K
20,State-gov,"432,052",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.00,15,United-States,<=50K
21,Federal-gov,"169,003",12th,8,Never-married,Adm-clerical,Own-child,Black,Male,0,0.00,25,United-States,<=50K
21,Federal-gov,"181,096",Some-college,10,Never-married,Tech-support,Own-child,Black,Male,0,0.00,20,United-States,<=50K
21,Federal-gov,"99,199",HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,36,United-States,<=50K
21,Local-gov,"102,942",Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,"2,001.00",40,United-States,<=50K
21,Local-gov,"193,130",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
21,Local-gov,"212,780",12th,8,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0.00,20,United-States,<=50K
21,Local-gov,"218,445",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.00,40,Mexico,<=50K
21,Local-gov,"276,840",12th,8,Never-married,Other-service,Own-child,Black,Male,0,0.00,20,United-States,<=50K
21,Local-gov,"309,348",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,594,0.00,4,United-States,<=50K
21,Local-gov,"32,639",Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.00,20,United-States,<=50K
21,Local-gov,"38,771",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,Local-gov,"596,776",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,40,Guatemala,<=50K
21,N/A,"102,323",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,30,United-States,<=50K
21,N/A,"105,312",HS-grad,9,Never-married,N/A,Not-in-family,White,Female,0,0.00,20,United-States,<=50K
21,N/A,"107,801",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,3,United-States,<=50K
21,N/A,"107,801",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,6,United-States,<=50K
21,N/A,"116,934",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"121,694",7th-8th,4,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"123,727",Some-college,10,Never-married,N/A,Not-in-family,White,Female,0,0.00,28,United-States,<=50K
21,N/A,"123,983",Some-college,10,Never-married,N/A,Other-relative,Asian-Pac-Islander,Male,0,0.00,10,Vietnam,<=50K
21,N/A,"124,242",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"134,746",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"138,575",HS-grad,9,Never-married,N/A,Other-relative,White,Male,0,0.00,60,United-States,<=50K
21,N/A,"140,012",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,20,United-States,<=50K
21,N/A,"143,995",Some-college,10,Never-married,N/A,Own-child,Black,Male,0,0.00,20,United-States,<=50K
21,N/A,"145,964",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"148,509",Some-college,10,Never-married,N/A,Not-in-family,White,Female,0,0.00,30,United-States,<=50K
21,N/A,"149,704",HS-grad,9,Never-married,N/A,Not-in-family,White,Female,"1,055",0.00,40,United-States,<=50K
21,N/A,"152,328",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,20,United-States,<=50K
21,N/A,"155,697",9th,5,Never-married,N/A,Own-child,White,Male,0,0.00,42,United-States,<=50K
21,N/A,"161,930",HS-grad,9,Never-married,N/A,Own-child,Black,Female,0,"1,504.00",30,United-States,<=50K
21,N/A,"162,160",Some-college,10,Never-married,N/A,Own-child,Asian-Pac-Islander,Male,0,0.00,40,Taiwan,<=50K
21,N/A,"163,665",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"163,911",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,3,United-States,<=50K
21,N/A,"170,038",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"170,070",Some-college,10,Never-married,N/A,Not-in-family,White,Female,0,0.00,10,United-States,<=50K
21,N/A,"170,272",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,25,United-States,<=50K
21,N/A,"171,156",Some-college,10,Never-married,N/A,Not-in-family,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"175,166",Some-college,10,Never-married,N/A,Own-child,White,Female,"2,176",0.00,40,United-States,<=50K
21,N/A,"176,356",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,10,Germany,<=50K
21,N/A,"177,287",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"180,303",Bachelors,13,Never-married,N/A,Not-in-family,Asian-Pac-Islander,Male,0,0.00,25,N/A,<=50K
21,N/A,"180,339",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,25,United-States,<=50K
21,N/A,"188,535",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"189,888",Assoc-acdm,12,Never-married,N/A,Not-in-family,White,Male,0,0.00,55,United-States,<=50K
21,N/A,"191,806",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,75,United-States,<=50K
21,N/A,"199,177",HS-grad,9,Never-married,N/A,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"199,915",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"204,226",Some-college,10,Never-married,N/A,Unmarried,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"205,939",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"205,940",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"206,681",11th,7,Married-civ-spouse,N/A,Wife,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"207,782",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,30,United-States,<=50K
21,N/A,"207,988",HS-grad,9,Married-civ-spouse,N/A,Other-relative,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"212,888",11th,7,Married-civ-spouse,N/A,Wife,White,Female,0,0.00,56,United-States,<=50K
21,N/A,"213,055",Some-college,10,Never-married,N/A,Unmarried,Other,Female,0,0.00,40,United-States,<=50K
21,N/A,"214,635",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,24,United-States,<=50K
21,N/A,"219,835",Assoc-voc,11,Never-married,N/A,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"220,115",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,20,United-States,<=50K
21,N/A,"224,209",HS-grad,9,Married-civ-spouse,N/A,Wife,Black,Female,0,0.00,30,United-States,<=50K
21,N/A,"228,424",10th,6,Never-married,N/A,Own-child,Black,Male,0,0.00,40,United-States,<=50K
21,N/A,"228,649",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,20,United-States,<=50K
21,N/A,"230,397",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,5,United-States,<=50K
21,N/A,"233,923",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,24,United-States,<=50K
21,N/A,"242,736",Assoc-acdm,12,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"247,075",HS-grad,9,Never-married,N/A,Unmarried,Black,Female,0,0.00,25,United-States,<=50K
21,N/A,"249,271",Some-college,10,Married-civ-spouse,N/A,Husband,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"253,190",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,48,United-States,<=50K
21,N/A,"262,062",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"262,241",HS-grad,9,Never-married,N/A,Other-relative,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"262,280",Some-college,10,Married-civ-spouse,N/A,Wife,White,Female,"3,781",0.00,40,United-States,<=50K
21,N/A,"270,043",10th,6,Never-married,N/A,Unmarried,White,Female,0,0.00,30,United-States,<=50K
21,N/A,"277,700",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,20,United-States,<=50K
21,N/A,"278,391",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,16,United-States,<=50K
21,N/A,"300,812",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,30,United-States,<=50K
21,N/A,"301,853",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"303,588",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,30,United-States,<=50K
21,N/A,"305,466",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,70,United-States,<=50K
21,N/A,"306,779",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"314,645",Some-college,10,Never-married,N/A,Not-in-family,White,Female,0,0.00,43,United-States,<=50K
21,N/A,"34,443",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,50,United-States,<=50K
21,N/A,"355,686",HS-grad,9,Never-married,N/A,Own-child,White,Female,0,0.00,10,United-States,<=50K
21,N/A,"356,772",HS-grad,9,Never-married,N/A,Unmarried,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"357,029",Some-college,10,Married-civ-spouse,N/A,Wife,Black,Female,"2,105",0.00,20,United-States,<=50K
21,N/A,"369,084",Some-college,10,Never-married,N/A,Other-relative,White,Male,0,0.00,10,United-States,<=50K
21,N/A,"380,219",Some-college,10,Never-married,N/A,Own-child,Black,Female,0,0.00,40,United-States,<=50K
21,N/A,"40,052",Some-college,10,Never-married,N/A,Not-in-family,White,Male,0,"2,001.00",45,United-States,<=50K
21,N/A,"403,860",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"405,684",HS-grad,9,Never-married,N/A,Other-relative,White,Male,0,0.00,35,Mexico,<=50K
21,N/A,"41,356",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"415,913",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"433,330",Some-college,10,Never-married,N/A,Unmarried,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"479,482",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"494,638",Assoc-acdm,12,Never-married,N/A,Own-child,White,Male,0,0.00,15,United-States,<=50K
21,N/A,"509,629",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,35,United-States,<=50K
21,N/A,"72,953",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,N/A,"77,665",Some-college,10,Never-married,N/A,Own-child,White,Male,0,0.00,35,United-States,<=50K
21,N/A,"78,374",HS-grad,9,Never-married,N/A,Other-relative,Asian-Pac-Islander,Female,0,0.00,24,United-States,<=50K
21,N/A,"79,728",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"80,680",HS-grad,9,Never-married,N/A,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
21,N/A,"85,733",Some-college,10,Never-married,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,Private,"100,462",Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,"2,174",0.00,60,United-States,<=50K
21,Private,"102,766",Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,Private,"103,205",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
21,Private,"104,981",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0.00,48,United-States,<=50K
21,Private,"105,577",Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0.00,30,United-States,<=50K
21,Private,"107,452",HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0.00,40,United-States,<=50K
21,Private,"107,882",Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0.00,9,United-States,<=50K
21,Private,"107,895",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.00,35,United-States,<=50K
21,Private,"108,670",HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
21,Private,"108,687",Some-college,10,Never-married,Sales,Own-child,White,Female,0,0.00,40,United-States,<=50K
21,Private,"109,414",Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,"1,974.00",40,United-States,<=50K
21,Private,"109,667",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,Private,"109,869",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0.00,30,United-States,<=50K
21,Private,"109,952",10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,50,United-States,<=50K
21,Private,"109,952",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
21,Private,"111,467",Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
21,Private,"111,676",Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
21,Private,"112,137",Some-college,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0.00,20,South,<=50K
21,Private,"113,106",Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0.00,30,United-States,<=50K
21,Private,"113,163",Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.00,50,United-States,<=50K
21,Private,"115,420",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,50,United-States,<=50K
21,Private,"115,895",Some-college,10,Never-married,Sales,Own-child,White,Female,0,0.00,20,United-States,<=50K
21,Private,"116,489",Some-college,10,Never-married,Sales,Own-child,White,Female,0,0.00,60,United-States,<=50K
21,Private,"116,788",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0.00,40,United-States,<=50K
21,Private,"117,210",HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0.00,40,United-States,<=50K
